日期,日度加权情绪总和,帖子数,情绪均值,指数1_强度*热度,归一化情绪因子,情绪拟合值
2020-01-01,-26.113967353858552,4,-6.528491838464638,-10.507202275841587,-0.4681729137083364,-0.20201015826178026
2020-01-02,-9.593288702545554,12,-0.7994407252121295,-2.0505249744614367,-0.069405458633079,-0.2003668056606777
2020-01-03,-51.76260589375383,3,-17.25420196458461,-23.919402889127383,-0.8344839313478821,-0.19886952412868514
2020-01-04,0.9247011423554268,1,0.9247011423554268,0.6409539896842247,0.0698367443490613,-0.19751831366580264
2020-01-05,-3.892158623120797,4,-0.9730396557801992,-1.5660469123144791,-0.0443832239408305,-0.19631317427203013
2020-01-06,-34.24763114578859,6,-5.707938524298098,-11.107135504615476,-0.4920906725861225,-0.19525410594736767
2020-01-07,7.772470020998262,8,0.9715587526247828,2.134732769593293,0.146298313510286,-0.1943411086918152
2020-01-08,42.08292064369146,12,3.5069100536409548,8.99504668876177,0.4643519849167655,-0.19357418250537278
2020-01-09,22.2261482013062,7,3.175164028758029,6.602567983046954,0.3617268202114362,-0.19295332738804039
2020-01-10,-62.68246680644795,7,-8.95463811520685,-18.62064648747075,-0.7297314156446496,-0.192478543339818
2020-01-11,-1.828242309888541,5,-0.3656484619777082,-0.655154094157233,0.002788500192439,-0.19214983036070565
